,Unnamed: 0,track_id,track_name,artist_id,artist_name,release_id,release_name,explicit,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
5966,5966,03v23mLFhm2R2TM8bIDPWi,I Just Found Out About Love - Remastered,['7v4imS0moSyGdXyLgVTIV7'],['Nat King Cole'],5kQfbxLa8K9n8zYHXJQ7Zx,Night Lights,False,7,0.528,0.531,164733,0.329,0.0,2,0.267,-10.856,1,0.0477,127.627,4,0.592
5967,5967,03v70ZBxmcPX3RWAZMzqaW,Clouds,['1KP6TWI40m7p3QBTU6u2xo'],['BØRNS'],17l7MIu0Jh0tdgK7or9ovw,Dopamine,False,60,0.194,0.644,190253,0.478,0.00376,11,0.106,-6.469,1,0.0529,159.898,4,0.496
5968,5968,03v83Zw6kzHlIRJZ6LQQBl,She Caught the Katy and Left Me a Mule to Ride - Live,['1aTDTChWWyiJH3SEnYrdVp'],['Taj Mahal'],1qg1KHZF2TrSdvYrgSQGnh,The Real Thing,False,10,0.292,0.672,248227,0.933,0.0259,10,0.653,-7.474,1,0.0592,123.882,4,0.815
5969,5969,03vAw6Pq44g1yVszSy5tp2,時光,['3qObkSIVSfNNDL1vbwL2N2'],['Xu Wei'],0J2mLVFWRA2Kxi5cdHXZRC,"時光, 漫步",False,29,0.343,0.557,305398,0.618,0.197,0,0.111,-8.723,0,0.0311,125.931,4,0.439
5970,5970,03vB3j7WBRZFYLx6E02DxG,Raqba,['56TtrCsrAouiZCjOX9x95d'],['Kiran Ahluwalia'],3EMsdSlD2MRsn9zcyoGqzm,Aam Zameen: Common Ground,False,1,0.587,0.537,329160,0.733,0.000547,3,0.125,-5.416,0,0.0497,84.892,4,0.607
5971,5971,03vDxMU7YoR4xKSdpj0dH0,Hayat,['3Z7GwK4hUEczTklLsVedcx'],['Ayla Çelik'],7a1F129PPqK99Wk8iVlbkk,Daha Bi' Aşık,False,14,0.671,0.332,225794,0.573,0.0,4,0.73,-4.76,0,0.0376,153.944,4,0.352
5972,5972,03vJTnTnlu0eKtRm3vvXwx,"Brandenburg Concerto No. 1 in F Major, BWV 1047: I. Allegro","['5aIqB5nVVvmFsvSdExz408', '1RkAKrHWpc4fxEGhqSlzZT', '6XCooPNQ2PpgwJaXggWFek']","['Johann Sebastian Bach', 'Kammerorchester Berlin', 'Helmut Koch']",4njIU6q5g1IVxBd7nX9WlU,Brandenburgische Konzerte 1 - 6,False,17,0.904,0.526,344067,0.536,0.863,5,0.113,-10.255,1,0.0813,168.975,4,0.861
5973,5973,03vKj6rTBavqr2coCTjdgm,"Tomorrow, Wendy - Live",['2ICSjfBpos9PxMhGhX25N2'],['Concrete Blonde'],4uCvLZBYvVccUGoPHacTtL,Still In Hollywood,False,15,0.51,0.565,270240,0.51,2.22e-05,0,0.977,-7.061,1,0.0271,97.861,4,0.217
5974,5974,03vMWqCxlIrpcewF6FobtE,Vous les femmes,['1n1k5yFQxYhohOmSWVmTo6'],['Enrico Macias'],6UYWhcKky2fdgFF7KNTVvV,Enfants de tous pays,False,11,0.681,0.589,150373,0.688,0.0,10,0.137,-7.337,0,0.0543,113.344,4,0.948
5975,5975,03vNBbfOvqv1mcM7kfQm5X,Kansas City - 2006 Remaster,['1zJBFCev9UwOMcrZsLi2od'],['Lou Rawls'],7xYn8t0P9l0Oep0Ycpc7gS,Black And Blue,False,6,0.721,0.566,132453,0.478,0.0,8,0.192,-7.543,1,0.0536,131.901,4,0.796
5976,5976,03vRXVwlfixMfEsmTPu0QN,I Married The Rose Of San Antone,['0VyOgubdcDnrJ0AWL2TRDN'],['Bob Wills & His Texas Playboys'],5DZoAJeQHe83gZ6KuWMRMO,Boot Heel Drag: The MGM Years,False,2,0.86,0.462,151027,0.453,0.000133,0,0.241,-7.264,1,0.0403,185.951,4,0.83
5977,5977,03vY4rJ00uYMc7zncRQDKe,You'll Always Be Mine,['1b1N51wmSK0ckxFAMPSSHO'],['The Impressions'],1K7pkOrAVyFF8iPfcl4PGM,Check Out Your Mind!,False,7,0.077,0.535,159893,0.545,5.12e-05,1,0.0835,-5.981,1,0.0306,82.716,4,0.737
5978,5978,03vZb96J7KG32kWnqLEJ7n,Ray One from Creative Force,['2kHkihJyHFn1OM7XvYocRa'],['John Zeretzke'],5AlWTxkrR5CHz4pTZn7JOB,The Company - A Robert Altman Film,False,0,0.0108,0.665,172093,0.77,0.885,9,0.0415,-9.966,0,0.0418,108.132,4,0.54
5979,5979,03vaFs8JbKg27yTKZshM55,Llegaste A Mi Vida,['4EEZg8R3dxbTCCQ1DVWtHg'],['Bobby Pulido'],1bm9teaYqUaTbyJzpqNu6l,Llegaste A Mi Vida,False,53,0.207,0.535,213960,0.348,0.0,0,0.0881,-11.952,1,0.0267,169.147,4,0.603
5980,5980,03vjAXjhiPXkG4EHX3sdlK,"Concerto grosso in D minor, Op. 6/10, HWV 328: Allegro","['1QL7yTHrdahRMpvNtn6rI2', '3zIDEmXI9EVBCKFo4M99Re', '4SseMD8v7YLbb16a5Ka5Hk']","['George Frideric Handel', 'Collegium Aureum', 'Franzjosef Maier']",0Tu3aWI2ZUDYqkfLXyqdtY,G.F. Händel Edition,False,0,0.891,0.471,128960,0.435,0.745,1,0.0907,-14.909,0,0.037,109.669,4,0.73
5981,5981,03vr2lTax6l0gXS76i3AcY,Kick My Ass,['6S0GHTqz5sxK5f9HtLXn9q'],['Garbage'],1Vze7jtjAVQOdIIQ8oO2X7,Garbage (20th Anniversary Deluxe Edition/Remastered),False,18,0.00907,0.626,151320,0.587,3.94e-05,2,0.147,-7.089,1,0.0228,105.054,4,0.427
5982,5982,03vzINGHoawGG7eIO41vvz,In Cars,['6kEsKkXuE4olX7m3mNLZkS'],['Art Garfunkel'],5mYYyQlk6ksUMhUZLRcOMU,Scissors Cut,False,13,0.916,0.204,227907,0.126,0.00587,7,0.13,-21.119,0,0.0352,79.966,3,0.101
5983,5983,03w0JAy22hxUDRKLNPradE,Un Sueño - Instrumental (Remasterizado),['2maQMqxNnlRrBrS1oAsrX9'],['Francisco Canaro'],0lcC3Un6DRzfzKX7S1AswI,"Colección Completa, Vol. 29 (Remasterizado)",False,0,0.994,0.791,170000,0.15,0.553,11,0.22,-12.256,1,0.112,116.326,4,0.706
5984,5984,03w1F227zmRirIRn5W4Yyv,Liquid Sky,['60ExFpR6jHJQf0df0tVDQC'],['Solar Quest'],2mNHS0cZLHo6xUSg2MRUrn,Orgship,False,11,0.394,0.413,531293,0.231,0.961,8,0.109,-21.225,1,0.0834,119.702,4,0.122
5985,5985,03w1lofYtewH7hl6Eo6wOB,Nağıllar Dünyası,['1w8eyP6MNJugK37dKwaRFP'],['Ayan Babakishiyeva'],3MbJO27jxpkVIYwPtNQibQ,Mix of the Years 2005-2020,False,0,0.667,0.563,305133,0.415,0.00355,3,0.0942,-10.532,0,0.0366,180.035,4,0.658
5986,5986,03w1uEKuKSomBhEJe5hT2c,Buscala,['3CmqbJaTL0hrMiYfY0ssiN'],"[""Los Byby's""]",4TecOSFNICH5KW0PnUNXtn,Canta Corazon,False,44,0.404,0.698,178312,0.541,0.0,4,0.321,-8.226,0,0.0469,80.924,4,0.804
5987,5987,03w4nGT8y6YnHpLKGVA0F4,No Cold Water - Original Mix,['4qqx7lj1Ae7Hp0pcbE2P6W'],['Debug'],6NsNiwcaCs6NFx7iLTr8yV,Ibiza Deep House Essentials 2016,False,0,0.00139,0.867,402051,0.826,0.949,6,0.0936,-14.709,1,0.0547,126.998,4,0.897
5988,5988,03w696RnSpllfPKInxkS19,Quero Ser Teu Namorado,"['0BDpyMp161zFOikE3URh4s', '2DbHKlxrmVcg44MdquPiRU']","['Forrozão Já Kero', 'Dance e Balance']",5o4E7orVPojpHTI1Zc5h9w,Forrozão Já Kero e Amigos,False,3,0.684,0.617,203440,0.611,2.35e-06,9,0.256,-6.1,1,0.0364,160.032,4,0.77
5989,5989,03w7v0u1IG2NdDs3hZ26Su,One More for the Mode,['42MZam7rropEzPCxlGTmOs'],['Jimmy Raney'],3CSgoBgOJC1SIugXLI5NB6,1955 Vol. 1,False,0,0.991,0.692,207417,0.0809,0.927,8,0.212,-16.781,1,0.0545,133.663,4,0.654
5990,5990,03w9pqWF8tsyvm22m8s6MK,Line For Lyons,"['6l40OFJhuTbHQ9V12evc9K', '7DhtcH8dO2bHDqRyVt0lVc']","['Gerry Mulligan', 'Paul Desmond Quartet']",12a06inNNoaYRcfFTfbDbs,Blues In Time,False,7,0.927,0.553,186440,0.133,0.765,9,0.116,-16.686,0,0.125,173.189,4,0.417
5991,5991,03w9ydkzXHoOCuitMMEBtL,Angel,['702AvACMk5mieXIYlC2Gxx'],['Pebbles'],2zwv0LKTv8HDnYGfvFBmwj,Greatest Hits: Pebbles,False,5,0.458,0.543,295200,0.403,0.0,4,0.0986,-12.104,1,0.0379,74.96,4,0.158
5992,5992,03wEHZ2jbnRA0sllL4Me9b,Sermonized,['4H2b90USTVSstPktwUsDZE'],['Joe Sample'],7q0WkXf88v6eTtgqrckZHH,Spellbound,False,28,0.216,0.685,281507,0.451,0.66,8,0.315,-18.999,0,0.0343,100.164,4,0.788
5993,5993,03wH3ut89BxXymrfCyOafF,Swervin In My Lane,['1jjpkAHC8bd9fRFfgKyYLP'],['Robert Earl Keen'],1EfL4XVrJL2YYfE980x6cQ,No Kinda Dancer,False,23,0.22,0.629,246347,0.366,0.0,9,0.0933,-10.647,1,0.0407,124.223,4,0.702
5994,5994,03wKMRNYVvw6s9nm4I4jUS,Wolf Like Me,['3HJIB8sYPyxrFGuwvKXSLR'],['TV On The Radio'],7xn8nwwutlJFMb7Zf9NEHi,Return To Cookie Mountain,False,63,0.00177,0.363,279293,0.787,0.00446,7,0.531,-5.071,1,0.0429,175.919,4,0.201
5995,5995,03wLfcBkcXTUJ5qDMifPJm,Just Let Me Rock - 2009 Remastered Version,['71vVmHeNgCVSa5SVmfvscU'],['Saxon'],0Lax1qQh7V3jl555dXrKBY,The Complete Albums 1979-1988,False,1,0.0682,0.416,251893,0.816,2.84e-06,7,0.359,-9.134,1,0.126,89.539,4,0.48
5996,5996,03wR5ap5ATzEHMJm66J6oW,When All Is Said And Done,['0LcJLqbBmaGUft1e9Mm8HV'],['ABBA'],3fG66EBBPGC0yBhpXQs8l8,Thank You For The Music,False,26,0.322,0.713,196000,0.564,2.78e-05,2,0.259,-10.471,1,0.0323,126.14,4,0.745
5997,5997,03wToW5ujAINfl1Q9iDnGK,Barstow Blue Eyes,['180M0URr7cSwB94IZToyLH'],['Jo Jo Gunne'],7JF6t3ALAIozBvWLuku6Wq,Jo Jo Gunne,False,8,0.505,0.524,199133,0.799,0.000175,7,0.218,-6.032,1,0.0434,129.681,4,0.778
5998,5998,03wYt4Om5bcMsGQiFx3qnF,Get Yourself Another Fool - 1992 Digital Remaster,['3trsSEaKM3UM2R9RBJwdtJ'],['Charles Brown'],4QvCL6tF7xQAlSrRFohnZp,The Best Of Charles Brown: Driftin' Blues,False,9,0.981,0.746,183267,0.161,0.0018,3,0.0928,-15.866,1,0.0518,66.658,4,0.367
5999,5999,03wbkwKDxvb5xKulsKQNrN,The Ocean Edge Sounds,['2Ag6x0aUZIHOkVeYXbvt2I'],['The Hawaiian Spa Players'],37xzVTXM91PKI8ApM6PpEb,Hawaiian Vacation Spa,False,0,0.642,0.0,9474,0.933,5.57e-06,11,0.855,-14.235,1,0.0,0.0,0,0.0
6000,6000,03wddXesjIIgLIpbBc7Nj3,Chances,['2SHhfs4BiDxGQ3oxqf0UHY'],['Roxette'],4rQV5S9FhajZdyzFfcyYw9,Look Sharp! (Extended Version),False,35,0.00118,0.559,297907,0.971,4.78e-06,1,0.31,-3.94,1,0.0545,118.218,4,0.58
6001,6001,03wfDgpRSANacO5jw6Xs4j,Permiteme Darte Un Beso,['4vOycwLXdkMMzpZW04VW5m'],['Tito Nieves'],29JoW88csZRXtKP9YhoFeM,The Greatest Salsa Ever,False,2,0.338,0.826,284200,0.691,0.0,0,0.217,-8.874,1,0.0501,95.544,4,0.869
6002,6002,03wfQSoyKfvg8zS8CFUj4X,Feelings,['6V6WCgi7waF55bJmylC4H5'],['Gloria Gaynor'],3mn5uMVqqN1WPA2Jwd8lfk,Gloria Gaynor '90 (All New Versions),False,28,0.879,0.166,217507,0.259,0.000311,9,0.114,-16.324,0,0.0302,159.463,5,0.373
6003,6003,03wgBYaHNTGIfirpV6Wq0X,Do The Standing Still,['2JpHk8yju1DH1l3c9sXzOS'],['Dismemberment Plan'],5A1vwVBlzvP7irrr10pYwd,The Dismemberment Plan Is Terrified,False,15,0.00243,0.362,121240,0.958,0.0,1,0.326,-6.76,0,0.142,168.494,4,0.362
6004,6004,03wgi2tpRy0pdUVZSsBomu,Somewhere In America There's A Street,['7Jmod60ZpPG0tckhY0Ls0p'],['Was (Not Was)'],4IY2WJvEcXzaHfQQoVi2sZ,"What Up, Dog?",False,11,0.646,0.738,221693,0.307,0.0016,2,0.146,-16.378,0,0.063,79.697,4,0.871
6005,6005,03whQz2AOGIKgNU3NQW6a0,Fascinating Rhythm,['5V0MlUE1Bft0mbLlND7FJz'],['Ella Fitzgerald'],2vz9bOelnO5EoDBPkzEJjt,Ella Fitzgerald Sings The George And Ira Gershwin Song Book,False,25,0.79,0.668,206413,0.286,9.58e-06,8,0.0849,-12.955,1,0.0764,114.279,4,0.462
6006,6006,03wkSrt1RYAZqjlcCZGTTU,Часть 4.3 - Старик и море,['5bmAzdzGU5TeuJ4Jdrk1ao'],['Эрнест Хемингуэй'],1hYYBP7rDHJRjhywxpbJeX,Старик и море,True,0,0.0727,0.714,96700,0.384,0.0,0,0.38,-17.44,1,0.911,123.619,3,0.274
6007,6007,03wmsKh6MYm7qe0IuVnovo,Mis Geissli,"['711MTWdZw9EoESB4iPmuBg', '5wD1AuObGaeSGGFpIFu6je']","['Kinder Schweizerdeutsch', 'Saphira Felix']",5YroaPYgg7b3iir9tzrPTQ,Schwiizer Chinderlieder 5,False,14,0.539,0.745,123000,0.484,0.0,4,0.296,-6.545,1,0.0253,108.038,3,0.777
6008,6008,03wpSoF5jgbHyVcrdvL9t1,Rutti,['72X6FHxaShda0XeQw3vbeF'],['Slowdive'],7n7VUw9XFam4zMT7zn99tq,Pygmalion,False,38,0.911,0.459,606880,0.162,0.783,7,0.0891,-15.164,1,0.0397,137.997,4,0.0392
6009,6009,03wrmep5c3Dr9JlOXPvFUX,You Raise Me Up,['6NWtt9pNOL2Gx7kBykdE5x'],['Celtic Woman'],1PZVqVnT0vnJaIPJDerch7,Celtic Woman,False,57,0.919,0.262,271133,0.209,1.98e-06,2,0.0805,-10.685,1,0.0385,121.487,4,0.141
6010,6010,03wsijXCWgrIjGaPHy3sTe,Star Eyes,['4JgvfZeCWGzEPGR6yVaXuX'],['Tina Brooks'],5g0JJixBHg3QsqxW9tVJjH,Minor Move (Expanded Edition),False,32,0.738,0.527,495667,0.343,6.69e-06,5,0.183,-11.202,0,0.0534,89.342,4,0.715
6011,6011,03wv0lyWQXgL10qMsrP9vR,Adaraya Ayai,['4qOcN0iWp8vs7OBhxzHY8Q'],['Bathiya & Santhush'],5T8QjG0IPgFxVHnmCYCa97,Oba Nisa (White Edition),False,19,0.266,0.528,288258,0.512,0.0,3,0.158,-7.839,1,0.0352,142.76,3,0.294
6012,6012,03wxq9jsZE3NkaooTqwoMh,Home on the Range,['1bhCnsg9vepbNAOIaAOOzP'],['LINE FRIENDS'],6KLD5ajPwK17rxF9pHoAiy,Humming Lullaby 1,False,8,0.883,0.273,118000,0.147,0.13,11,0.167,-17.199,1,0.0323,160.051,3,0.191
6013,6013,03wzN2cK1LVuqhAjD3Wedv,Lute music - Germany: Pavane,"['0RmwDCMBlsfpyu9YazAg4w', '3qJX1xoYrbUmU2Uz4gZzuQ']","['Maurice of Hesse-Kassel', 'Konrad Ragossnig']",6CosqW2KLJ7qxTpKwAwk9a,Works For Lute,False,1,0.98,0.434,344000,0.0523,0.923,7,0.0716,-24.147,0,0.0651,144.196,4,0.379
6014,6014,03x3OytZr55MJS5FXzl0Zx,Sleepless,"['6nxWCVXbOlEVRexSbLsTer', '6fLrPFLWLSCrp7gcTZXcKb', '20RKwJZc7LXujAbOJuwDEZ']","['Flume', 'Twin Shadow', 'Jezzabell Doran']",1yc3Ldus5BkJBVX9mSFMt4,Flume: Deluxe Edition,False,33,0.0446,0.331,108636,0.665,0.0,9,0.379,-7.845,0,0.0854,88.604,4,0.391
6015,6015,03x6BSem2COLMnJ1t4rlpl,TV,['2L9iHIK8h5HvZe6VXb0aOI'],['The Flying Lizards'],3KATYZsxEEpu78IwBeonYe,The Flying Lizards,False,15,0.434,0.622,241387,0.393,0.00185,7,0.0632,-16.933,1,0.125,111.839,3,0.617
6016,6016,03x9oCo8S4dJv8fxhrhWe1,Cold Gin - Live/1975,['07XSN3sPlIlB2L2XNcTwJw'],['KISS'],6TRmLIsPKSPS71Cnq8FiMc,Alive!,False,30,0.296,0.365,325773,0.961,0.00551,1,0.896,-5.63,1,0.113,129.454,4,0.236
6017,6017,03xAxKnuhBQUVUbBaNbTE1,She Ain't Got It All (feat. Lil Flip),"['5MAp6rMiUJjRLXMWtArXRS', '4Q5sPmM8j4SpMqL4UA1DtS']","['Dorrough Music', ""Lil' Flip""]",52caFJCRPAX5lnlchaKHEx,Dorrough Music,True,15,0.000398,0.783,249813,0.784,0.0,10,0.0927,-7.12,0,0.129,140.076,4,0.722
6018,6018,03xBflhpS0IAKrvRmSosgd,Making Music For Money,['4tw2Lmn9tTPUv7Gy7mVPI4'],['Kenny Rogers'],3XdvQjIMjdwxRivZrg1ziJ,The Gambler,False,39,0.268,0.731,201560,0.854,3.71e-06,7,0.338,-10.069,1,0.035,121.401,4,0.961
6019,6019,03xFD1itwmKIK3FFa8S815,"Tosca / Act 2: ""Vittoria! Vittoria!""","['0OzxPXyowUEQ532c9AmHUR', '6kjCrVbejP0Aw6otiMaxNt', '3Qh7r2c4JWTmRLH3swU9dC', '1sWPJ06Ed62WqGtrPUY4fa', '003f4bk13c6Q3gAUXv7dGJ', '5zCaQxjl110XTrm4LQ1CxY']","['Giacomo Puccini', 'Giuseppe Di Stefano', 'Leontyne Price', 'Giuseppe Taddei', 'Wiener Philharmoniker', 'Herbert von Karajan']",2oEn5IklXZ1V64HTAW2XBF,Puccini: Tosca,False,7,0.97,0.293,158800,0.279,0.516,9,0.39,-14.93,1,0.0472,124.443,3,0.151
6020,6020,03xFP3nuLyw2HbfRx1xGZx,May Queen,['2LXeJdQVcFkhkWydphLI74'],['Liz Phair'],7b2JNONmqJRtIKTofRdcFp,Whip-Smart,False,23,0.0126,0.552,162160,0.527,0.182,0,0.106,-10.328,1,0.0288,120.744,4,0.272
6021,6021,03xFyQ68zUR28H30QFD6iy,Hall of Fame - Instrumental,['2H7xy3XbfexQrYtbfitRDz'],['The Karozma Orchestra'],4mVSw0fi501Ed8sMdEexam,"The Karozma Orchestra Presents: Best Instrumental Songs of Pop and Christmas 2014, Vol. 1",False,11,0.00504,0.493,202571,0.847,0.915,7,0.14,-4.793,0,0.0317,170.032,4,0.336
6022,6022,03xKcM9cOEW6BIisTG6lUc,Passionate Friend,['4AIo9dEYhuS3AtwhhKgA0M'],['The Teardrop Explodes'],3KbmdHPH6utHYMlsTZBWqk,Floored Genius: The Best Of Julian Cope And The Teardrop Explodes 1979-91,False,8,0.3,0.544,209267,0.704,1.98e-05,2,0.291,-11.25,1,0.0342,137.898,4,0.809
6023,6023,03xLfJFy99mdr7qhmQNVgB,Wordy Rappinghood,['1m24736Bdew1oQVxTePOCo'],['Tom Tom Club'],5WKUL88usO5Y8cfbh2EQdu,Tom Tom Club,False,37,0.0461,0.85,387173,0.527,0.481,4,0.454,-14.764,0,0.0784,122.032,4,0.957
6024,6024,03xMAs2dpEt1gC4o7qQEeU,Arap Kapero - Nandi Tribe,['6Iy36nG7jbd0e9a5ah1y01'],['Hugh Tracey'],3N5NCTi0wPxldjl5Y5GSxD,Music of Africa Series No. 2 Kenya,False,0,0.89,0.563,184880,0.208,0.0,1,0.153,-19.684,0,0.332,101.848,3,0.962
6025,6025,03xN0oIt6LI2khWMW3hVls,One Foot In The Bayou,"['3ODYbknLzVe3cWQzVfbzGB', '6055P8DekQCGx47sckcoIF']","['Tab Benoit', ""Louisiana's LeRoux""]",0jfaR6Gbk36L1UF8ba8ufm,Power Of The Pontchartrain,False,24,0.0758,0.759,261333,0.722,3.45e-05,0,0.156,-11.148,1,0.0423,126.662,4,0.913
6026,6026,03xN1qoCUNb5G5n1F2sctH,"To the Birds - Rough Mix, March 1992",['6GuRYj1MEnu1WZhDA2Xy0t'],['The London Suede'],6eFKyZKckTjmt2Fy439SHH,Suede (25th Anniversary Edition),False,1,0.329,0.165,311867,0.841,3.41e-06,1,0.107,-5.07,0,0.052,173.408,4,0.426
6027,6027,03xNKW9098WM3cGYyTOAYb,Super Soul,['74keeJdeVxqce4qJFj6WGx'],['The Soul Children'],06Txd4OLatgiVwQP2KmCZ3,The Soul Children,False,3,0.442,0.63,175933,0.624,0.00654,5,0.153,-10.216,1,0.0317,116.515,4,0.908
6028,6028,03xNUQYx0Mb7Sdsq0YcZgY,At the Beach,['196lKsA13K3keVXMDFK66q'],['The Avett Brothers'],3Qre72w4Yc9Ib2UeCgTaOK,Mignonette,False,48,0.37,0.563,249173,0.756,1.55e-05,7,0.114,-7.916,1,0.0565,105.121,4,0.624
6029,6029,03xPLL0XcHnyuKGsTK5uSK,Baby I Don't Care,['7oIgcNOdEHNwP8NFl9tYWs'],['Transvision Vamp'],4Sik3ZYRJ7Yb4Q5DMlql8D,Velveteen,False,50,0.0174,0.584,278400,0.789,2.14e-06,5,0.724,-9.027,1,0.0444,118.208,4,0.547
6030,6030,03xTkOTe36kugZ1pd6NxxN,"Cuatro melodías al unísono, No. III",['0nInCTftDFxkPEhv9WmcbP'],['Iván Rolón'],3UGuvL94bom1he3YVz1rL3,"Béla Bartók, Mikrokosmos, Vol. I (Segunda parte)",False,0,0.958,0.702,41719,0.00176,0.622,11,0.0974,-38.295,0,0.308,98.985,4,0.0
6031,6031,03xVR0KnRD4XyZyFVmNwrb,Come On,['7t4XHvWfj0XtEB8SNFeALw'],['Tommy Roe'],3AfmsGYKiws10yXVqaJQDt,Greatest Hits - The Original ABC Hit Recordings,False,2,0.467,0.576,128867,0.644,1.8e-06,8,0.208,-9.062,1,0.0326,143.739,4,0.824
6032,6032,03xWMkKEbeO4SnylA53ipj,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",['2LJxr7Pt3JnP60eLxwbDOu'],['Mandy Moore'],1l0aFrH24oPrQSqGtfeFyE,Tangled,False,69,0.112,0.673,152333,0.42,0.0,4,0.0897,-7.581,1,0.0317,108.066,4,0.385
6033,6033,03xZj8Cwxfc9QPPID4LHc4,Hotline Bling - Workout Remix,['0k5KeG8St6LiePh5blOwwl'],['Workout Music Tv'],5zkmskKI4nlJhiyQw201r0,Jogging Spring 2016 Session (60 Minutes Non-Stop Mixed Compilation for Fitness And Workout 140 Bpm),False,1,0.00455,0.727,260575,0.738,1.14e-06,0,0.134,-6.793,1,0.0295,140.064,4,0.95
6034,6034,03xaXUAwESD3AwnhyWiaob,Last Night I Lost The Best Friend I Ever Had - live,['6EZzVXM2uDRPmnHWq9yPDE'],"[""Lightnin' Hopkins""]",4RHp9uvlyvbRgNgeUWsVmH,The Complete Prestige / Bluesville Recordings,False,6,0.931,0.564,277000,0.195,0.0232,9,0.676,-17.044,1,0.0421,123.175,4,0.37
6035,6035,03xbzOdCaiLsIoOUOpBPRm,"Pressure - Live at Nassau Coliseum, Uniondale, NY - December 1982",['6zFYqv1mOsgBRQbae3JJ9e'],['Billy Joel'],17p560iAs05C7Nlvgd2jHq,Live Through the Years,False,19,0.00721,0.295,299634,0.88,0.000104,2,0.437,-7.184,1,0.077,156.883,4,0.526
6036,6036,03xdc36cqkzx8kJT9TFhMb,Kaya - Kaya 40 Mix,"['2QsynagSdAqZj3U9HgDzjD', '0CIwCGmQMqHqiblnZlFia1']","['Bob Marley & The Wailers', 'Stephen Marley']",03qooTimirvmMq8U1peQ5Y,Kaya (40th Anniversary Edition),False,42,0.0035,0.863,194511,0.733,0.0,11,0.0629,-6.557,1,0.0373,98.169,4,0.962
6037,6037,03xf8fpmLGXAjPiQ3OOnNC,Trust,['3SyyLPzTX0tmu0v1ydodrp'],['Ciggy Black'],6B9v0i3l9czPBAW11NTelM,Dark Days,False,33,0.0883,0.718,201796,0.367,0.0,6,0.092,-14.257,0,0.496,137.601,4,0.144
6038,6038,03xk5CSwRJgALsIIUDE3P1,Don't Go Breakin' My Heart,['21LGsW7bziR4Ledx7WZ1Wf'],['Johnny Mathis'],69wZmgEjqK1SVXyn2bDR9F,Love Is Blue,False,4,0.778,0.484,141613,0.529,0.000166,5,0.272,-10.588,0,0.0362,128.296,4,0.528
6039,6039,03xmXWFlyCcwm6ViJhkYtR,Samo Jednom Se Ljubi,['2s6JabvZdqVQhfOsaxCSFX'],['Bert Kaempfert'],3Yf2f0sOS2knexu5DgwN1s,Combo Capers (Remastered),False,3,0.318,0.651,173307,0.303,9.19e-05,5,0.125,-7.648,0,0.0323,93.595,4,0.536
6040,6040,03xmrRjCk1q7WdpQSYJZPL,Wool Gloves,['2O8Fgh14LT9QBGfFM5q5Rb'],['imagiro'],6XyaVDkZeCWf14x0eESZdl,1 Am. Study Session,False,28,0.762,0.595,165926,0.192,0.875,11,0.11,-11.96,1,0.0616,80.959,4,0.131
6041,6041,03xpqxQ2tCUuDAKNLThmGO,Nothing Broken But My Heart,['4S9EykWXhStSc15wEx8QFK'],['Céline Dion'],7C6LFxLn63uasNoDIQ5khO,Celine Dion,False,33,0.222,0.488,355467,0.366,4.36e-05,1,0.195,-13.507,0,0.0336,171.832,4,0.116
6042,6042,03xqKkIVYcDk4PQACbWDdo,When the Ship Comes In,['6yrBBtqX2gKCHCrZOYBDrB'],"['Peter, Paul and Mary']",3p7zMW9o6XPVZ2y8kNc4uF,A Song Will Rise,False,29,0.316,0.592,158840,0.41,0.0,5,0.14,-13.011,1,0.0305,122.419,4,0.663
6043,6043,03xqqPFRG0JRTMaQ9cXl4B,Somewhere,['3DwcX6M6GF3KGWbVmfNp8G'],['Leon Ware'],4kMmUIUc2k7H3t7DimHhqE,Leon Ware,False,12,0.0133,0.623,255733,0.578,2.23e-06,0,0.173,-12.325,1,0.0588,103.061,4,0.729
6044,6044,03xrIrk0zJYt7WrwBZvOZ9,Roberto Cofresí,['3BpVkystnpydNjQAcbb5z2'],['Tony Croatto'],2hPpeUGl4u9zMythnt1Lqd,Mi Mejor Cosecha,False,9,0.338,0.721,234560,0.637,0.0,0,0.233,-10.21,1,0.155,95.763,4,0.914
6045,6045,03xtL8SHRuEyTaPVLM8ntu,Daddy's Gonna Treat You Right,['4KtaHyqLFlKKb7aghnWBfE'],['Commander Cody and His Lost Planet Airmen'],6yHBkaKEf5695yioe4YY9q,Lost In The Ozone,False,15,0.284,0.61,185400,0.477,0.000233,4,0.0569,-12.527,1,0.029,113.111,4,0.692
6046,6046,03xxxRzdC0EAnsxuKCLYoS,Hit The Ground Running,['2ajVJyxI4sHmTMtTA3ENko'],['Smog'],3XzbVl7oibSdnmpCGzCK6A,Knock Knock,False,42,0.0481,0.716,416600,0.436,0.548,7,0.155,-11.648,1,0.0571,99.168,4,0.557
6047,6047,03y0m1Z1UhHL2gyyHdYJOM,Schadenfreude,['0ja3tnwUsTPCGmo87ZU1eJ'],['HYUN-DO KIM'],4ymKqS8G5SRGfJV94AWPYq,The Penthouse (Original Television Soundtrack),False,33,0.49,0.507,214040,0.687,0.911,0,0.11,-9.493,0,0.0412,80.016,4,0.0703
